observations,actions,rewards,next_observations
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[9.367491722106934, -60.8465576171875]",-11.065427780151367,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[189.78440856933594, -42.72563552856445]",-4.434204578399658,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[155.39244079589844, -64.00930786132812]",-6.171852111816406,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[294.168212890625, -51.362098693847656]",-10.501394271850586,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[194.12074279785156, -23.088783264160156]",-5.368396759033203,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[149.60398864746094, -64.41466522216797]",-7.5884809494018555,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.8189949989318848, 0.23484300076961517, 0.3331339955329895]","[266.93487548828125, -37.100894927978516]",-10.698723793029785,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[187.19140625, -7.084900856018066]",-14.976858139038086,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[54.19986343383789, -5.606107234954834]",-8.733345985412598,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[281.5975036621094, -28.095861434936523]",-4.26898193359375,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[333.7411804199219, -52.705379486083984]",-5.215569496154785,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[198.3209228515625, -45.5443000793457]",-10.187223434448242,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[126.03530883789062, -0.39050769805908203]",-14.639411926269531,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[245.57528686523438, -3.9874401092529297]",-10.141619682312012,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[334.24371337890625, -21.420747756958008]",-3.3183889389038086,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[191.5325469970703, -40.320838928222656]",-10.63457202911377,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[171.1420440673828, -20.3415470123291]",-9.150240898132324,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[277.250732421875, -37.38200378417969]",-6.056534290313721,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[339.99749755859375, -47.18629837036133]",-5.4285993576049805,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[121.08073425292969, -52.650909423828125]",-10.286054611206055,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[130.01229858398438, -39.0399055480957]",-10.216198921203613,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[101.21334075927734, -57.041194915771484]",-9.680367469787598,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[163.6151123046875, -65.18872833251953]",-9.319918632507324,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[192.8383026123047, -5.31524658203125]",-9.006721496582031,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[224.1454620361328, -7.580027103424072]",-9.497000694274902,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[61.40486145019531, -61.109657287597656]",-7.868910789489746,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.5930299758911133, -0.5339660048484802, 0.39393100142478943]","[123.40933227539062, -64.42131042480469]",-8.465291976928711,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[184.4031524658203, -43.68800735473633]",-9.266261100769043,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[181.04917907714844, -4.9708662033081055]",-10.995421409606934,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[99.91690826416016, -60.13005065917969]",-11.889657974243164,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[169.6370391845703, -63.09384536743164]",-10.371172904968262,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[232.4134979248047, -62.118927001953125]",-8.95174789428711,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[208.7294158935547, -35.15073013305664]",-9.548794746398926,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[127.13896942138672, -66.04271697998047]",-10.024048805236816,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[34.49575424194336, -52.961769104003906]",-10.470687866210938,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[266.9520263671875, -12.420933723449707]",-3.3065311908721924,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[163.833740234375, -69.41058349609375]",-8.213570594787598,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[352.3091125488281, -65.77020263671875]",-9.976007461547852,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[309.4913635253906, -17.353559494018555]",-3.2777907848358154,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[265.9526062011719, -18.9322452545166]",-4.046674728393555,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[76.61276245117188, -68.94831848144531]",-9.758545875549316,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[96.50032806396484, -56.52927780151367]",-9.30811595916748,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[205.59664916992188, -25.13970375061035]",-8.67243480682373,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[102.66806030273438, -62.19882583618164]",-8.357551574707031,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[252.938232421875, -25.220874786376953]",-4.332400321960449,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[149.77911376953125, -46.650611877441406]",-8.594520568847656,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.19540899991989136, -0.7292739748954773, 0.2773759961128235]","[11.53571605682373, -13.895318984985352]",-8.756351470947266,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[280.636962890625, -60.30201721191406]",-9.391783714294434,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[242.1332244873047, -56.652809143066406]",-8.589771270751953,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[3.571242094039917, -22.912918090820312]",-3.1499807834625244,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[98.61251831054688, -7.605345726013184]",-8.417287826538086,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[28.519027709960938, -53.19257736206055]",-6.145286560058594,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[192.225830078125, -10.074845314025879]",-9.795933723449707,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[175.0211944580078, -14.209962844848633]",-11.200750350952148,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[219.05149841308594, -66.47540283203125]",-7.938621520996094,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[4.544780254364014, -54.21548080444336]",-7.07798433303833,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[190.15463256835938, -26.727144241333008]",-10.83827018737793,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[289.0116882324219, -59.36554718017578]",-9.198708534240723,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[6.925485610961914, -69.46587371826172]",-9.397045135498047,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[152.87533569335938, -61.482540130615234]",-10.480114936828613,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[236.9646453857422, -57.558990478515625]",-10.588128089904785,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[112.41015625, -22.827714920043945]",-10.328553199768066,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[315.73468017578125, -35.32558822631836]",-10.036712646484375,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[152.4761962890625, -52.409385681152344]",-10.048317909240723,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[307.365478515625, -52.23384094238281]",-9.625816345214844,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[53.30868148803711, -27.101163864135742]",-3.3387696743011475,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.7119399905204773, 0.39463499188423157, 0.18918000161647797]","[188.64447021484375, -27.615991592407227]",-8.734485626220703,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[243.62619018554688, -47.864017486572266]",-5.235833168029785,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[267.8072814941406, -57.5828742980957]",-8.174067497253418,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[259.3517150878906, -2.0697922706604004]",-7.551113605499268,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[122.4404067993164, -51.875694274902344]",-9.773792266845703,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[74.36610412597656, -9.298164367675781]",-9.913753509521484,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[267.9929504394531, -64.0112533569336]",-7.341248512268066,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[19.032438278198242, -5.006221294403076]",-8.584240913391113,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[48.04332733154297, -67.90412139892578]",-10.720483779907227,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[187.24888610839844, -25.926462173461914]",-3.6492912769317627,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[133.48562622070312, -46.13803482055664]",-7.578961372375488,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[31.36250114440918, -49.12196731567383]",-10.027599334716797,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[103.6284408569336, -34.99813461303711]",-9.668869018554688,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[300.1507263183594, -21.37300682067871]",-8.819456100463867,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[103.310546875, -63.57536315917969]",-8.747145652770996,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[78.74332427978516, -44.75208282470703]",-10.255019187927246,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[299.2229919433594, -1.2340282201766968]",-8.692999839782715,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[339.01068115234375, -45.07757568359375]",-8.989105224609375,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[98.68099975585938, -2.7730939388275146]",-9.543810844421387,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[1.539596676826477, -53.15548324584961]",-11.696526527404785,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.8633130192756653, -0.5394579768180847, 0.5017880201339722]","[66.14389038085938, -21.26305389404297]",-12.816776275634766,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[304.2254943847656, -21.433475494384766]",-3.458132743835449,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
